cif,pressure_bar,temperature_K,pred,target,abs_error
tobmof-2141,2.0,298.0,171.02323112700623,155.0,16.023231127006227
tobmof-12665,0.7781513,298.0,13.88751500628965,13.0,0.8875150062896502
tobmof-12665,1.1230719,298.0,76.49725347022101,48.33333206176758,28.163921408453433
tobmof-12665,1.4679927,298.0,85.55446202841436,83.66666412353516,1.887797904879207
tobmof-12665,1.8129133,298.0,121.68314874480619,119.0,2.6831487448061893
tobmof-12665,1.8752756,298.0,136.67806882304708,133.3333282470703,3.344740575976772
tobmof-12665,1.9376378,298.0,153.38652306717083,147.6666717529297,5.71985131424114
tobmof-12665,2.0,298.0,167.83599084694444,162.0,5.835990846944441
tobmof-11971,0.7781513,298.0,12.548745008927913,13.0,0.4512549910720871
tobmof-11971,1.1230719,298.0,88.45923544190806,50.33333206176758,38.125903380140485
tobmof-11971,1.4679927,298.0,83.84298706338812,87.66666412353516,3.823677060147034
tobmof-11971,1.8129133,298.0,118.85835286010835,125.0,6.141647139891646
tobmof-11971,1.8752756,298.0,133.96759415143035,140.6666717529297,6.69907760149934
tobmof-11971,1.9376378,298.0,151.81016623478033,156.3333282470703,4.523162012289987
tobmof-11971,2.0,298.0,170.43876962192584,172.0,1.561230378074157
tobmof-7941,0.7781513,298.0,37.910599038942806,39.0,1.0894009610571942
tobmof-7941,1.1230719,298.0,118.89396880652276,94.66666412353516,24.227304682987608
tobmof-7941,1.4679927,298.0,132.28542467559114,150.3333282470703,18.047903571479168
tobmof-7941,1.8129133,298.0,182.22196904013774,206.0,23.778030959862264
tobmof-7941,1.8752756,298.0,192.76337281099413,216.0,23.236627189005873
tobmof-7941,1.9376378,298.0,205.91303928677684,226.0,20.086960713223164
tobmof-7941,2.0,298.0,214.24333568129202,236.0,21.756664318707976
tobmof-11705,0.7781513,298.0,17.363859754094417,17.0,0.36385975409441684
tobmof-11705,1.1230719,298.0,107.65024959150378,57.33333206176758,50.3169175297362
tobmof-11705,1.4679927,298.0,100.75739161630489,97.66666412353516,3.09072749276973
tobmof-11705,1.8129133,298.0,141.30392077369737,138.0,3.303920773697371
tobmof-11705,1.8752756,298.0,157.71323177339661,153.0,4.713231773396615
tobmof-11705,1.9376378,298.0,174.6852704319113,168.0,6.685270431911306
tobmof-11705,2.0,298.0,192.38539642766668,183.0,9.385396427666677
tobmof-8655,0.7781513,298.0,24.203869689522996,47.0,22.796130310477004
tobmof-8655,1.1230719,298.0,101.57732219008334,103.66666412353516,2.08934193345182
tobmof-8655,1.4679927,298.0,111.5266548575407,160.3333282470703,48.80667338952961
tobmof-8655,1.8129133,298.0,157.02651520139202,217.0,59.973484798607984
tobmof-8655,1.8752756,298.0,171.88459385742576,226.6666717529297,54.78207789550393
tobmof-8655,1.9376378,298.0,187.03237632293457,236.3333282470703,49.300951924135745
tobmof-8655,2.0,298.0,200.64879686952662,246.0,45.35120313047338
tobmof-5536,0.7781513,298.0,35.94392917154393,34.0,1.9439291715439282
tobmof-5536,1.1230719,298.0,157.8944611513461,92.0,65.89446115134609
tobmof-5536,1.4679927,298.0,149.73962923484603,150.0,0.26037076515396507
tobmof-5536,1.8129133,298.0,206.20943264680355,208.0,1.790567353196451
tobmof-5536,1.8752756,298.0,218.23389502949166,219.3333282470703,1.0994332175786496
tobmof-5536,1.9376378,298.0,229.03977538000717,230.6666717529297,1.6268963729225163
tobmof-5536,2.0,298.0,239.20006290982835,242.0,2.799937090171653
tobmof-10683,0.7781513,298.0,9.236377751160623,9.0,0.23637775116062265
tobmof-10683,1.1230719,298.0,63.489405482955064,37.66666793823242,25.822737544722642
tobmof-10683,1.4679927,298.0,66.44967430581524,66.33333587646484,0.1163384293503924
tobmof-10683,1.8129133,298.0,96.40868079373067,95.0,1.4086807937306673
tobmof-10683,1.8752756,298.0,110.31831919205392,110.66666412353516,0.34834493148123613
tobmof-10683,1.9376378,298.0,126.5418897351084,126.33333587646484,0.2085538586435547
tobmof-10683,2.0,298.0,143.18747970918537,142.0,1.187479709185368
tobmof-10628,0.7781513,298.0,9.64596334806959,10.0,0.3540366519304108
tobmof-10628,1.1230719,298.0,67.85194911974908,39.0,28.85194911974908
tobmof-10628,1.4679927,298.0,69.24323010753179,68.0,1.2432301075317866
tobmof-10628,1.8129133,298.0,100.00081152937497,97.0,3.000811529374971
tobmof-10628,1.8752756,298.0,113.85287431174362,112.0,1.8528743117436193
tobmof-10628,1.9376378,298.0,130.21544269425652,127.0,3.2154426942565237
tobmof-10628,2.0,298.0,147.77308018425256,142.0,5.773080184252564
tobmof-11799,0.7781513,298.0,16.84472639205282,15.0,1.84472639205282
tobmof-11799,1.1230719,298.0,101.71012597375912,52.33333206176758,49.37679391199154
tobmof-11799,1.4679927,298.0,93.41741380433403,89.66666412353516,3.750749680798876
tobmof-11799,1.8129133,298.0,131.0280781825201,127.0,4.02807818252009
tobmof-11799,1.8752756,298.0,146.45871219432928,141.6666717529297,4.7920404413995925
tobmof-11799,1.9376378,298.0,163.9798908609899,156.3333282470703,7.646562613919599
tobmof-11799,2.0,298.0,181.04214729224827,171.0,10.042147292248274
tobmof-2042,0.7781513,298.0,16.32553288293154,16.0,0.32553288293154026
tobmof-2042,1.1230719,298.0,118.2447778450581,58.0,60.244777845058096
tobmof-2042,1.4679927,298.0,105.18078525979008,100.0,5.180785259790085
tobmof-2042,1.8129133,298.0,150.94507960092588,142.0,8.94507960092588
tobmof-2042,1.8752756,298.0,168.5004153269926,159.3333282470703,9.167087079922283
tobmof-2042,1.9376378,298.0,187.81856663493457,176.6666717529297,11.151894882004882
tobmof-2042,2.0,298.0,202.51529513077114,194.0,8.515295130771136
tobmof-2307,0.7781513,298.0,26.26359179786974,27.0,0.73640820213026
tobmof-2307,1.1230719,298.0,151.45139574891888,82.0,69.45139574891888
tobmof-2307,1.4679927,298.0,139.82622388453473,137.0,2.826223884534727
tobmof-2307,1.8129133,298.0,195.97986022517128,192.0,3.9798602251712794
tobmof-2307,1.8752756,298.0,213.06593285736352,206.6666717529297,6.399261104433833
tobmof-2307,1.9376378,298.0,225.08834936756233,221.3333282470703,3.7550211204920174
tobmof-2307,2.0,298.0,235.39395345225267,236.0,0.6060465477473258
tobmof-7271,0.7781513,298.0,14.614833458922336,13.0,1.6148334589223357
tobmof-7271,1.1230719,298.0,105.65624559177638,51.0,54.65624559177638
tobmof-7271,1.4679927,298.0,95.24346131689661,89.0,6.243461316896614
tobmof-7271,1.8129133,298.0,135.3526466910023,127.0,8.352646691002292
tobmof-7271,1.8752756,298.0,152.64039004953204,143.6666717529297,8.973718296602357
tobmof-7271,1.9376378,298.0,172.2667405291366,160.3333282470703,11.933412282066286
tobmof-7271,2.0,298.0,189.7937827207782,177.0,12.79378272077821
tobmof-8924,0.7781513,298.0,50.00257904919446,44.0,6.002579049194459
tobmof-8924,1.1230719,298.0,171.61235653446346,97.33333587646484,74.27902065799861
tobmof-8924,1.4679927,298.0,162.1318531499859,150.6666717529297,11.465181397056199
tobmof-8924,1.8129133,298.0,218.33525022105053,204.0,14.33525022105053
tobmof-8924,1.8752756,298.0,226.11736521357545,214.6666717529297,11.450693460645766
tobmof-8924,1.9376378,298.0,236.29464302661447,225.3333282470703,10.961314779544153
tobmof-8924,2.0,298.0,245.31534233308898,236.0,9.315342333088978
tobmof-10573,0.7781513,298.0,12.766497266325807,13.0,0.23350273367419305
tobmof-10573,1.1230719,298.0,90.82747122435305,49.0,41.82747122435305
tobmof-10573,1.4679927,298.0,87.2423533228317,85.0,2.242353322831704
tobmof-10573,1.8129133,298.0,123.60172444845435,121.0,2.6017244484543482
tobmof-10573,1.8752756,298.0,139.71268080640462,138.3333282470703,1.3793525593343077
tobmof-10573,1.9376378,298.0,158.1439041124098,155.6666717529297,2.4772323594801264
tobmof-10573,2.0,298.0,177.59256649880845,173.0,4.592566498808452
tobmof-8149,0.7781513,298.0,8.659643875302457,9.0,0.34035612469754284
tobmof-8149,1.1230719,298.0,57.78418497605417,36.0,21.78418497605417
tobmof-8149,1.4679927,298.0,59.765038368397235,63.0,3.234961631602765
tobmof-8149,1.8129133,298.0,86.97297525264494,90.0,3.027024747355057
tobmof-8149,1.8752756,298.0,100.23993462168207,104.66666412353516,4.426729501853089
tobmof-8149,1.9376378,298.0,114.45962760304296,119.33333587646484,4.873708273421883
tobmof-8149,2.0,298.0,132.35838250893352,134.0,1.6416174910664836
tobmof-1681,0.7781513,298.0,12.92448442144513,11.0,1.9244844214451309
tobmof-1681,1.1230719,298.0,99.2728384722797,48.0,51.2728384722797
tobmof-1681,1.4679927,298.0,90.8823272950283,85.0,5.882327295028304
tobmof-1681,1.8129133,298.0,130.8011143374384,122.0,8.801114337438406
tobmof-1681,1.8752756,298.0,147.0559633067078,139.3333282470703,7.722635059637497
tobmof-1681,1.9376378,298.0,166.14987533798717,156.6666717529297,9.483203585057481
tobmof-1681,2.0,298.0,186.93712696294833,174.0,12.937126962948327
tobmof-9819,0.7781513,298.0,20.97828836060479,20.0,0.9782883606047896
tobmof-9819,1.1230719,298.0,139.06576290362847,67.66666412353516,71.39909878009331
tobmof-9819,1.4679927,298.0,118.03050456772313,115.33333587646484,2.697168691258284
tobmof-9819,1.8129133,298.0,168.71751171903503,163.0,5.717511719035031
tobmof-9819,1.8752756,298.0,186.43144784078245,178.0,8.431447840782454
tobmof-9819,1.9376378,298.0,203.21362542683542,193.0,10.21362542683542
tobmof-9819,2.0,298.0,217.09233313703638,208.0,9.092333137036377
tobmof-5450,0.7781513,298.0,45.081930733058186,41.0,4.081930733058186
tobmof-5450,1.1230719,298.0,162.53474981165257,99.66666412353516,62.86808568811742
tobmof-5450,1.4679927,298.0,159.3492321220001,158.3333282470703,1.0159038749297906
tobmof-5450,1.8129133,298.0,215.26957821514102,217.0,1.7304217848589758
tobmof-5450,1.8752756,298.0,225.06906150951545,226.3333282470703,1.2642667375548626
tobmof-5450,1.9376378,298.0,234.7771176491381,235.6666717529297,0.8895541037915962
tobmof-5450,2.0,298.0,245.1676455530593,245.0,0.16764555305928752
tobmof-2100,0.7781513,298.0,13.198870765541386,12.0,1.1988707655413862
tobmof-2100,1.1230719,298.0,102.32893432600017,46.66666793823242,55.662266387767744
tobmof-2100,1.4679927,298.0,90.63159300861156,81.33333587646484,9.298257132146716
tobmof-2100,1.8129133,298.0,130.28109524268555,116.0,14.281095242685552
tobmof-2100,1.8752756,298.0,146.62671602257979,132.3333282470703,14.293387775509473
tobmof-2100,1.9376378,298.0,165.82515935645347,148.6666717529297,17.15848760352378
tobmof-2100,2.0,298.0,183.35466820064457,165.0,18.354668200644568
tobmof-6143,0.7781513,298.0,25.371063090742275,22.0,3.3710630907422754
tobmof-6143,1.1230719,298.0,171.95217198286073,79.66666412353516,92.28550785932558
tobmof-6143,1.4679927,298.0,144.33744272300893,137.3333282470703,7.004114475938621
tobmof-6143,1.8129133,298.0,202.85702935186896,195.0,7.85702935186896
tobmof-6143,1.8752756,298.0,220.4999729817599,209.3333282470703,11.166644734689584
tobmof-6143,1.9376378,298.0,233.07061177509888,223.6666717529297,9.403940022169195
tobmof-6143,2.0,298.0,240.35252971975007,238.0,2.3525297197500663
tobmof-8631,0.7781513,298.0,18.456558116183082,36.0,17.543441883816918
tobmof-8631,1.1230719,298.0,89.73606714161619,92.0,2.2639328583838108
tobmof-8631,1.4679927,298.0,98.4000686149824,148.0,49.5999313850176
tobmof-8631,1.8129133,298.0,139.27080616109285,204.0,64.72919383890715
tobmof-8631,1.8752756,298.0,154.3581818441959,216.0,61.64181815580409
tobmof-8631,1.9376378,298.0,170.97730724655764,228.0,57.02269275344236
tobmof-8631,2.0,298.0,187.03443048543716,240.0,52.965569514562844
tobmof-3042,0.7781513,298.0,45.942392335753645,35.0,10.942392335753645
tobmof-3042,1.1230719,298.0,190.46801990948902,95.0,95.46801990948902
tobmof-3042,1.4679927,298.0,165.80308501601945,155.0,10.803085016019452
tobmof-3042,1.8129133,298.0,225.24203474499882,215.0,10.242034744998818
tobmof-3042,1.8752756,298.0,232.4117800414054,226.3333282470703,6.078451794335081
tobmof-3042,1.9376378,298.0,242.21335344722766,237.6666717529297,4.546681694297973
tobmof-3042,2.0,298.0,250.90599378730644,249.0,1.9059937873064428
tobmof-10136,0.7781513,298.0,8.676842374566563,7.0,1.6768423745665633
tobmof-10136,1.1230719,298.0,55.23538559834618,29.0,26.235385598346177
tobmof-10136,1.4679927,298.0,58.98726895072058,51.0,7.987268950720583
tobmof-10136,1.8129133,298.0,85.66186448321584,73.0,12.661864483215837
tobmof-10136,1.8752756,298.0,98.4658385153924,86.0,12.465838515392406
tobmof-10136,1.9376378,298.0,111.81337880795247,99.0,12.813378807952475
tobmof-10136,2.0,298.0,125.75393663191198,112.0,13.753936631911984
tobmof-13078,0.7781513,298.0,22.19715299638309,20.0,2.197152996383089
tobmof-13078,1.1230719,298.0,91.8629220242824,61.66666793823242,30.196254086049976
tobmof-13078,1.4679927,298.0,103.89182926898353,103.33333587646484,0.5584933925186846
tobmof-13078,1.8129133,298.0,145.9979568893094,145.0,0.9979568893093926
tobmof-13078,1.8752756,298.0,161.86302681239687,160.0,1.8630268123968676
tobmof-13078,1.9376378,298.0,177.42957923162905,175.0,2.4295792316290488
tobmof-13078,2.0,298.0,190.19294960678414,190.0,0.19294960678413986
tobmof-5554,0.7781513,298.0,13.23863576590005,12.0,1.2386357659000495
tobmof-5554,1.1230719,298.0,98.3060364487019,47.0,51.3060364487019
tobmof-5554,1.4679927,298.0,90.26747892811119,82.0,8.267478928111188
tobmof-5554,1.8129133,298.0,128.95406133291883,117.0,11.954061332918826
tobmof-5554,1.8752756,298.0,145.59698880389126,133.3333282470703,12.263660556820952
tobmof-5554,1.9376378,298.0,164.1458194508074,149.6666717529297,14.479147697877721
tobmof-5554,2.0,298.0,182.81296328607735,166.0,16.81296328607735
tobmof-4131,0.7781513,298.0,85.79331562383209,97.0,11.206684376167914
tobmof-4131,1.1230719,298.0,127.96007718935208,134.0,6.039922810647923
tobmof-4131,1.4679927,298.0,152.46649051110464,171.0,18.533509488895362
tobmof-4131,1.8129133,298.0,180.65542284892945,208.0,27.344577151070553
tobmof-4131,1.8752756,298.0,183.95671255380523,212.6666717529297,28.709959199124455
tobmof-4131,1.9376378,298.0,190.55671289884705,217.3333282470703,26.77661534822326
tobmof-4131,2.0,298.0,195.16420398435469,222.0,26.835796015645315
tobmof-13035,0.7781513,298.0,18.305190281332486,18.0,0.3051902813324858
tobmof-13035,1.1230719,298.0,98.38841858576396,58.0,40.38841858576396
tobmof-13035,1.4679927,298.0,99.08768048454043,98.0,1.087680484540428
tobmof-13035,1.8129133,298.0,139.7782470774823,138.0,1.7782470774822912
tobmof-13035,1.8752756,298.0,155.12405758578672,152.6666717529297,2.457385832857028
tobmof-13035,1.9376378,298.0,171.37886788459144,167.3333282470703,4.045539637521131
tobmof-13035,2.0,298.0,187.66198613756865,182.0,5.661986137568647
tobmof-2,0.7781513,298.0,68.92626177888923,70.0,1.0737382211107729
tobmof-2,1.1230719,298.0,123.06387940420348,111.66666412353516,11.39721528066832
tobmof-2,1.4679927,298.0,148.0514831483714,153.3333282470703,5.281845098698909
tobmof-2,1.8129133,298.0,187.34266217277545,195.0,7.657337827224552
tobmof-2,1.8752756,298.0,191.3100756020287,199.3333282470703,8.023252645041623
tobmof-2,1.9376378,298.0,198.1882490962856,203.6666717529297,5.478422656644085
tobmof-2,2.0,298.0,202.901150470094,208.0,5.098849529906005
tobmof-4096,0.7781513,298.0,45.33589167654202,43.0,2.335891676542019
tobmof-4096,1.1230719,298.0,191.15962123943515,105.0,86.15962123943515
tobmof-4096,1.4679927,298.0,168.87430831505142,167.0,1.8743083150514224
tobmof-4096,1.8129133,298.0,228.94962209159362,229.0,0.05037790840637513
tobmof-4096,1.8752756,298.0,235.26508004144264,238.3333282470703,3.0682482056276683
tobmof-4096,1.9376378,298.0,244.72441527420713,247.6666717529297,2.9422564787225554
tobmof-4096,2.0,298.0,253.0358048246699,257.0,3.9641951753301043
tobmof-11795,0.7781513,298.0,26.06704503763346,27.0,0.9329549623665407
tobmof-11795,1.1230719,298.0,122.55857035015731,71.66666412353516,50.891906226622154
tobmof-11795,1.4679927,298.0,120.74718852343663,116.33333587646484,4.41385264697179
tobmof-11795,1.8129133,298.0,168.69208635929678,161.0,7.6920863592967805
tobmof-11795,1.8752756,298.0,183.49286902396176,175.3333282470703,8.159540776891447
tobmof-11795,1.9376378,298.0,198.83826744551408,189.6666717529297,9.17159569258439
tobmof-11795,2.0,298.0,212.63215364171472,204.0,8.632153641714723
tobmof-4760,0.7781513,298.0,30.54743957966647,34.0,3.45256042033353
tobmof-4760,1.1230719,298.0,186.52153891397913,89.0,97.52153891397913
tobmof-4760,1.4679927,298.0,144.70285294614916,144.0,0.7028529461491644
tobmof-4760,1.8129133,298.0,202.7705118100719,199.0,3.770511810071895
tobmof-4760,1.8752756,298.0,218.47278486392096,212.3333282470703,6.1394566168506515
tobmof-4760,1.9376378,298.0,230.9830076236302,225.6666717529297,5.316335870700499
tobmof-4760,2.0,298.0,240.29879836722696,239.0,1.298798367226965
tobmof-11854,0.7781513,298.0,50.93237317733605,38.0,12.932373177336054
tobmof-11854,1.1230719,298.0,145.26233537092364,93.0,52.26233537092364
tobmof-11854,1.4679927,298.0,157.16467357199735,148.0,9.164673571997355
tobmof-11854,1.8129133,298.0,210.03018605743392,203.0,7.030186057433923
tobmof-11854,1.8752756,298.0,220.0225267871959,214.0,6.022526787195886
tobmof-11854,1.9376378,298.0,229.44824046150634,225.0,4.4482404615063444
tobmof-11854,2.0,298.0,237.73417753704794,236.0,1.734177537047941
tobmof-4402,0.7781513,298.0,13.147090547439875,14.0,0.8529094525601248
tobmof-4402,1.1230719,298.0,94.77982050227777,53.66666793823242,41.11315256404535
tobmof-4402,1.4679927,298.0,88.67311220721588,93.33333587646484,4.660223669248964
tobmof-4402,1.8129133,298.0,126.9255514006608,133.0,6.074448599339206
tobmof-4402,1.8752756,298.0,143.41966644531874,149.3333282470703,5.913661801751573
tobmof-4402,1.9376378,298.0,161.46204916698338,165.6666717529297,4.204622585946311
tobmof-4402,2.0,298.0,179.31352796585912,182.0,2.686472034140877
tobmof-418,0.7781513,298.0,21.99677772979218,21.0,0.9967777297921785
tobmof-418,1.1230719,298.0,124.19236003628261,68.0,56.19236003628261
tobmof-418,1.4679927,298.0,117.63908826106027,115.0,2.639088261060266
tobmof-418,1.8129133,298.0,165.57769273337192,162.0,3.5776927333719186
tobmof-418,1.8752756,298.0,181.9964870472201,177.0,4.996487047220114
tobmof-418,1.9376378,298.0,198.30826441698397,192.0,6.308264416983974
tobmof-418,2.0,298.0,213.7044453645851,207.0,6.704445364585098
tobmof-8955,0.7781513,298.0,39.36052598991592,30.0,9.36052598991592
tobmof-8955,1.1230719,298.0,172.53379216056683,84.33333587646484,88.20045628410199
tobmof-8955,1.4679927,298.0,156.16877800305073,138.6666717529297,17.502106250121045
tobmof-8955,1.8129133,298.0,214.25447720349322,193.0,21.254477203493224
tobmof-8955,1.8752756,298.0,224.5610551920015,205.6666717529297,18.894383439071817
tobmof-8955,1.9376378,298.0,234.90615441942467,218.3333282470703,16.572826172354354
tobmof-8955,2.0,298.0,243.60708688963288,231.0,12.607086889632882
tobmof-2846,0.7781513,298.0,33.18814443077159,34.0,0.8118555692284133
tobmof-2846,1.1230719,298.0,168.41536870400324,90.66666412353516,77.74870458046809
tobmof-2846,1.4679927,298.0,147.45709904539407,147.3333282470703,0.12377079832376126
tobmof-2846,1.8129133,298.0,204.3960648773731,204.0,0.3960648773731066
tobmof-2846,1.8752756,298.0,217.64855594204712,216.6666717529297,0.9818841891174372
tobmof-2846,1.9376378,298.0,229.2244246734335,229.3333282470703,0.10890357363680891
tobmof-2846,2.0,298.0,239.08510059794293,242.0,2.914899402057074
tobmof-10854,0.7781513,298.0,7.527657711226581,6.0,1.5276577112265812
tobmof-10854,1.1230719,298.0,44.2047350724414,28.33333396911621,15.87140110332519
tobmof-10854,1.4679927,298.0,49.668003003692846,50.66666793823242,0.9986649345395762
tobmof-10854,1.8129133,298.0,71.79135806439422,73.0,1.2086419356057831
tobmof-10854,1.8752756,298.0,87.19419589403016,86.33333587646484,0.8608600175653152
tobmof-10854,1.9376378,298.0,102.22025262805029,99.66666412353516,2.553588504515133
tobmof-10854,2.0,298.0,115.24546908859607,113.0,2.2454690885960673
tobmof-6362,0.7781513,298.0,27.65728310911169,29.0,1.3427168908883083
tobmof-6362,1.1230719,298.0,158.39185227933226,83.66666412353516,74.7251881557971
tobmof-6362,1.4679927,298.0,140.4207491703893,138.3333282470703,2.0874209233190015
tobmof-6362,1.8129133,298.0,196.70309513816167,193.0,3.7030951381616717
tobmof-6362,1.8752756,298.0,213.50610248034727,207.6666717529297,5.839430727417579
tobmof-6362,1.9376378,298.0,226.10398520922416,222.3333282470703,3.7706569621538506
tobmof-6362,2.0,298.0,236.59761245855432,237.0,0.4023875414456768
tobmof-7836,0.7781513,298.0,62.958028349602465,48.0,14.958028349602465
tobmof-7836,1.1230719,298.0,144.9169833627391,102.66666412353516,42.25031923920395
tobmof-7836,1.4679927,298.0,158.3220716863904,157.3333282470703,0.9887434393200749
tobmof-7836,1.8129133,298.0,207.55875201572726,212.0,4.441247984272735
tobmof-7836,1.8752756,298.0,214.19953101621795,220.3333282470703,6.133797230852366
tobmof-7836,1.9376378,298.0,218.2047149045461,228.6666717529297,10.46195684838358
tobmof-7836,2.0,298.0,229.70259045346035,237.0,7.2974095465396545
tobmof-12460,0.7781513,298.0,12.550697507050867,11.0,1.5506975070508666
tobmof-12460,1.1230719,298.0,84.04824970166696,44.0,40.04824970166696
tobmof-12460,1.4679927,298.0,79.4653452120471,77.0,2.4653452120470973
tobmof-12460,1.8129133,298.0,112.70448600326989,110.0,2.704486003269892
tobmof-12460,1.8752756,298.0,127.14779969926738,125.0,2.147799699267381
tobmof-12460,1.9376378,298.0,144.07217466077128,140.0,4.072174660771282
tobmof-12460,2.0,298.0,159.45883598020023,155.0,4.458835980200234
tobmof-4737,0.7781513,298.0,41.20748441382004,35.0,6.2074844138200405
tobmof-4737,1.1230719,298.0,173.56361672633358,94.0,79.56361672633358
tobmof-4737,1.4679927,298.0,154.71718074322507,153.0,1.7171807432250716
tobmof-4737,1.8129133,298.0,209.89718778049328,212.0,2.102812219506717
tobmof-4737,1.8752756,298.0,220.6296124485133,223.3333282470703,2.703715798556999
tobmof-4737,1.9376378,298.0,230.62887009927027,234.6666717529297,4.037801653659415
tobmof-4737,2.0,298.0,241.98534025096478,246.0,4.014659749035218
tobmof-11559,0.7781513,298.0,20.387099071975157,20.0,0.38709907197515747
tobmof-11559,1.1230719,298.0,114.02267616572598,63.33333206176758,50.689344103958405
tobmof-11559,1.4679927,298.0,108.2905995392103,106.66666412353516,1.6239354156751489
tobmof-11559,1.8129133,298.0,152.38678585558586,150.0,2.386785855585856
tobmof-11559,1.8752756,298.0,168.55326313756342,165.3333282470703,3.219934890493107
tobmof-11559,1.9376378,298.0,186.70756329791595,180.6666717529297,6.040891544986266
tobmof-11559,2.0,298.0,202.9848185496062,196.0,6.984818549606189
tobmof-8035,0.7781513,298.0,10.989252742062092,11.0,0.010747257937907762
tobmof-8035,1.1230719,298.0,84.81753876039872,45.33333206176758,39.48420669863114
tobmof-8035,1.4679927,298.0,77.04207024157606,79.66666412353516,2.6245938819591004
tobmof-8035,1.8129133,298.0,110.00474934029685,114.0,3.995250659703146
tobmof-8035,1.8752756,298.0,124.41423103066722,129.0,4.585768969332776
tobmof-8035,1.9376378,298.0,140.11596988602952,144.0,3.884030113970482
tobmof-8035,2.0,298.0,158.64306227271578,159.0,0.3569377272842189
tobmof-3267,0.7781513,298.0,25.510871134256227,26.0,0.4891288657437727
tobmof-3267,1.1230719,298.0,134.232534719089,80.66666412353516,53.56587059555383
tobmof-3267,1.4679927,298.0,132.16176373981344,135.3333282470703,3.1715645072568748
tobmof-3267,1.8129133,298.0,184.31797386106396,190.0,5.682026138936038
tobmof-3267,1.8752756,298.0,200.14836327267304,203.3333282470703,3.1849649743972748
tobmof-3267,1.9376378,298.0,213.18071979317116,216.6666717529297,3.4859519597585233
tobmof-3267,2.0,298.0,226.8991126338496,230.0,3.1008873661504026
tobmof-943,0.7781513,298.0,12.141130784537063,13.0,0.8588692154629367
tobmof-943,1.1230719,298.0,72.6003237019543,46.66666793823242,25.933655763721873
tobmof-943,1.4679927,298.0,77.32669170883057,80.33333587646484,3.0066441676342777
tobmof-943,1.8129133,298.0,109.50666663811772,114.0,4.493333361882279
